1,0
4,1
0,2
1,3
3,4
3,5
4,6
6,7
7,8
1,9
3,10
6,11
0,12
0,13
0,14
6,15
8,16
7,17
3,18
8,19
3,20
4,21
6,22
8,23
2,24
7,25
3,26
3,27
0,28
2,29
4,30
3,31
1,32
2,33
3,34
5,35
0,36
3,37
6,38
5,39
7,40
4,41
6,42
4,43
3,44
3,45
3,46
4,47
5,48
6,49
5,50
1,51
1,52
7,53
0,54
4,55
1,56
1,57
3,58
5,59
0,60
1,61
5,62
6,63
2,64
0,65
5,66
4,67
7,68
3,69
0,70
3,71
3,72
4,73
6,74
0,75
1,76
2,77
6,78
3,79
7,80
0,81
7,82
5,83
4,84
0,85
1,86
0,87
0,88
8,89
5,90
4,91
4,92
4,93
7,94
3,95
2,96
1,97
7,98
2,99
6,100
5,101
1,102
2,103
6,104
0,105
5,106
3,107
5,108
1,109
2,110
6,111
7,112
4,113
1,114
4,115
6,116
7,117
2,118
7,119
0,120
6,121
7,122
6,123
3,124
7,125
0,126
0,127
2,128
6,129
7,130
4,131
6,132
4,133
8,134
3,135
0,136
2,137
7,138
6,139
2,140
7,141
7,142
1,143
5,144
1,145
8,146
2,147
8,148
8,149
5,150
7,151
0,152
5,153
6,154
0,155
7,156
2,157
7,158
8,159
6,160
2,161
0,162
2,163
7,164
2,165
8,166
8,167
2,168
6,169
6,170
5,171
4,172
0,173
6,174
7,175
8,176
7,177
1,178
4,179
0,180
1,181
6,182
2,183
2,184
1,185
0,186
2,187
0,188
1,189
4,190
1,191
3,192
0,193
6,194
1,195
4,196
0,197
7,198
3,199
8,200
1,201
3,202
2,203
2,204
0,205
1,206
6,207
0,208
8,209
0,210
2,211
3,212
7,213
8,214
0,215
3,216
5,217
1,218
8,219
2,220
4,221
4,222
7,223
2,224
1,225
5,226
7,227
7,228
1,229
1,230
0,231
4,232
2,233
0,234
4,235
5,236
2,237
2,238
0,239
6,240
3,241
8,242
7,243
0,244
8,245
7,246
1,247
4,248
6,249
6,250
7,251
1,252
6,253
6,254
2,255
2,256
2,257
0,258
6,259
1,260
2,261
7,262
1,263
6,264
0,265
5,266
6,267
1,268
0,269
2,270
0,271
0,272
7,273
6,274
8,275
7,276
7,277
4,278
4,279
4,280
3,281
2,282
1,283
5,284
0,285
1,286
1,287
5,288
6,289
3,290
8,291
7,292
5,293
3,294
1,295
7,296
2,297
6,298
0,299
5,300
0,301
7,302
8,303
8,304
0,305
0,306
3,307
2,308
0,309
5,310
3,311
2,312
6,313
1,314
0,315
5,316
4,317
2,318
0,319
8,320
4,321
0,322
0,323
3,324
7,325
7,326
0,327
0,328
1,329
6,330
8,331
4,332
7,333
7,334
7,335
2,336
5,337
2,338
3,339
3,340
3,341
7,342
2,343
0,344
8,345
1,346
4,347
3,348
3,349
6,350
1,351
4,352
8,353
3,354
4,355
8,356
0,357
3,358
7,359
8,360
3,361
4,362
7,363
3,364
4,365
8,366
7,367
3,368
8,369
0,370
6,371
3,372
1,373
8,374
1,375
7,376
4,377
2,378
4,379
8,380
2,381
1,382
5,383
6,384
7,385
2,386
5,387
1,388
1,389
5,390
0,391
4,392
4,393
3,394
8,395
7,396
4,397
0,398
4,399
2,400
7,401
3,402
1,403
6,404
2,405
7,406
3,407
7,408
2,409
0,410
6,411
0,412
8,413
1,414
4,415
3,416
2,417
6,418
3,419
5,420
6,421
5,422
3,423
3,424
6,425
0,426
8,427
3,428
4,429
5,430
5,431
6,432
4,433
1,434
5,435
5,436
1,437
2,438
1,439
7,440
7,441
6,442
1,443
8,444
1,445
8,446
1,447
6,448
1,449
2,450
5,451
1,452
3,453
7,454
5,455
2,456
5,457
8,458
5,459
8,460
5,461
5,462
2,463
7,464
3,465
5,466
4,467
8,468
6,469
7,470
7,471
6,472
3,473
6,474
6,475
2,476
7,477
7,478
3,479
0,480
3,481
3,482
3,483
7,484
7,485
0,486
8,487
2,488
7,489
0,490
8,491
1,492
4,493
7,494
7,495
3,496
0,497
8,498
5,499
5,500
4,501
1,502
6,503
8,504
2,505
3,506
5,507
5,508
4,509
7,510
5,511
7,512
4,513
1,514
3,515
2,516
6,517
4,518
0,519
6,520
4,521
5,522
2,523
3,524
3,525
2,526
2,527
2,528
7,529
5,530
3,531
0,532
2,533
7,534
2,535
6,536
0,537
0,538
7,539
0,540
2,541
0,542
3,543
4,544
5,545
6,546
0,547
4,548
4,549
7,550
8,551
8,552
5,553
6,554
4,555
3,556
5,557
3,558
3,559
6,560
7,561
0,562
2,563
6,564
3,565
7,566
5,567
2,568
7,569
4,570
3,571
2,572
2,573
2,574
4,575
5,576
7,577
8,578
8,579
2,580
5,581
0,582
5,583
4,584
0,585
2,586
7,587
1,588
5,589
1,590
5,591
2,592
0,593
4,594
6,595
5,596
8,597
2,598
3,599
0,600
2,601
0,602
5,603
5,604
7,605
1,606
1,607
3,608
2,609
3,610
3,611
7,612
0,613
1,614
0,615
1,616
1,617
5,618
0,619
5,620
2,621
6,622
7,623
5,624
7,625
5,626
2,627
5,628
4,629
7,630
2,631
2,632
4,633
6,634
2,635
4,636
6,637
3,638
8,639
8,640
1,641
2,642
7,643
2,644
1,645
3,646
1,647
2,648
5,649
1,650
8,651
6,652
1,653
4,654
6,655
8,656
3,657
5,658
2,659
1,660
3,661
5,662
2,663
6,664
0,665
8,666
8,667
8,668
3,669
7,670
0,671
4,672
2,673
1,674
2,675
7,676
2,677
0,678
6,679
3,680
5,681
4,682
2,683
4,684
3,685
4,686
7,687
5,688
6,689
4,690
0,691
6,692
4,693
6,694
0,695
5,696
6,697
1,698
6,699
6,700
8,701
2,702
8,703
6,704
6,705
1,706
4,707
8,708
4,709
4,710
8,711
4,712
1,713
4,714
0,715
5,716
4,717
2,718
8,719
