101,79
102,79
103,79
104,79
105,79
106,79
107,79
108,79
109,79
110,79
111,79
112,79
113,79
114,79
115,79
116,79
117,79
118,79
119,79
120,79
121,79
122,79
123,79
124,79
201,2
202,2
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,2
301,15
302,15
303,15
304,15
305,15
306,15
307,15
308,15
309,15
310,15
311,15
312,15
313,15
314,15
315,15
316,15
317,15
318,15
319,15
320,15
321,15
322,15
323,15
324,15
401,14
402,14
403,14
404,14
405,14
406,14
407,14
408,14
409,14
410,14
411,14
412,14
413,14
414,14
415,14
416,14
417,14
418,14
419,14
420,14
421,14
422,14
423,14
424,14
501,17
502,17
503,17
504,17
505,17
506,17
507,17
508,17
509,17
510,17
511,17
512,17
513,17
514,17
515,17
516,17
517,17
518,17
519,17
520,17
521,17
522,17
523,17
524,17
601,11
602,11
603,11
604,11
605,11
606,11
607,11
608,11
609,11
610,11
611,11
612,11
613,11
614,11
615,11
616,11
617,11
618,11
619,11
620,11
621,11
622,11
623,11
624,11
701,100
702,100
703,100
704,100
705,100
706,100
707,100
708,100
709,100
710,100
711,100
712,100
713,100
714,100
715,100
716,100
717,100
718,100
719,100
720,100
721,100
722,100
723,100
724,100
801,52
802,52
803,52
804,52
805,52
806,52
807,52
808,52
809,52
810,52
811,52
812,52
813,52
814,52
815,52
816,52
817,52
818,52
819,52
820,52
821,52
822,52
823,52
824,52
901,62
902,62
903,62
904,62
905,62
906,62
907,62
908,62
909,62
910,62
911,62
912,62
913,62
914,62
915,62
916,62
917,62
918,62
919,62
920,62
921,62
922,62
923,62
924,62
1001,54
1002,54
1003,54
1004,54
1005,54
1006,54
1007,54
1008,54
1009,54
1010,54
1011,54
1012,54
1013,54
1014,54
1015,54
1016,54
1017,54
1018,54
1019,54
1020,54
1021,54
1022,54
1023,54
1024,54
1101,70
1102,70
1103,70
1104,70
1105,70
1106,70
1107,70
1108,70
1109,70
1110,70
1111,70
1112,70
1113,70
1114,70
1115,70
1116,70
1117,70
1118,70
1119,70
1120,70
1121,70
1122,70
1123,70
1124,70
1201,73
1202,73
1203,73
1204,73
1205,73
1206,73
1207,73
1208,73
1209,73
1210,73
1211,73
1212,73
1213,73
1214,73
1215,73
1216,73
1217,73
1218,73
1219,73
1220,73
1221,73
1222,73
1223,73
1224,73
1301,70
1302,70
1303,70
1304,70
1305,70
1306,70
1307,70
1308,70
1309,70
1310,70
1311,70
1312,70
1313,70
1314,70
1315,70
1316,70
1317,70
1318,70
1319,70
1320,70
1321,70
1322,70
1323,70
1324,70
1401,3
1402,3
1403,3
1404,3
1405,3
1406,3
1407,3
1408,3
1409,3
1410,3
1411,3
1412,3
1413,3
1414,3
1415,3
1416,3
1417,3
1418,3
1419,3
1420,3
1421,3
1422,3
1423,3
1424,3
1501,26
1502,26
1503,26
1504,26
1505,26
1506,26
1507,26
1508,26
1509,26
1510,26
1511,26
1512,26
1513,26
1514,26
1515,26
1516,26
1517,26
1518,26
1519,26
1520,26
1521,26
1522,26
1523,26
1524,26
1601,28
1602,28
1603,28
1604,28
1605,28
1606,28
1607,28
1608,28
1609,28
1610,28
1611,28
1612,28
1613,28
1614,28
1615,28
1616,28
1617,28
1618,28
1619,28
1620,28
1621,28
1622,28
1623,28
1624,28
1701,22
1702,22
1703,22
1704,22
1705,22
1706,22
1707,22
1708,22
1709,22
1710,22
1711,22
1712,22
1713,22
1714,22
1715,22
1716,22
1717,22
1718,22
1719,22
1720,22
1721,22
1722,22
1723,22
1724,22
1801,90
1802,90
1803,90
1804,90
1805,90
1806,90
1807,90
1808,90
1809,90
1810,90
1811,90
1812,90
1813,90
1814,90
1815,90
1816,90
1817,90
1818,90
1819,90
1820,90
1821,90
1822,90
1823,90
1824,90
1901,91
1902,91
1903,91
1904,91
1905,91
1906,91
1907,91
